uid,car_vin,car_company,car_model,car_model_year,car_color
8762d611-72b5-4e52-b46e-eb38aeaecbbd,3GTU2YEJ0CG605230,BMW,6 Series,2009,Crimson
74df6456-77ff-4339-a744-5eb0287253bf,WAUED64BX1N118812,Saturn,L-Series,2004,Turquoise
13f7d23b-dc0c-47da-a346-6f592c9f727e,19UUA65694A930205,Infiniti,M,2010,Crimson
e21e1a66-0cce-454a-b779-b4c006043fa3,19XFB4F25FE178488,Dodge,Ram 50,1992,Turquoise
909442cd-a8db-4277-a0cc-8f701079ff7e,3D73Y3CL9AG836535,Volvo,C70,2010,Blue
2be4494b-1915-4fc2-a6b6-8d09d3086926,WP0AA2A9XBS040524,Nissan,Maxima,1993,Violet
c3a9b53d-fe44-4ace-8e32-654d949a265a,1FADP5AU2FL418021,Acura,RSX,2005,Crimson
6362e823-9760-4c65-842a-713bd71ea398,1FBAX2CM4FK798768,Pontiac,Sunfire,2002,Red
9aba0c3a-03a4-4bb4-96e6-343b01814668,3VW8S7AT5FM843239,Mazda,MX-5,1991,Pink
8995d9f9-6774-4550-b9ad-ba785886d632,5UXZW0C53CL375007,Nissan,Altima,2001,Maroon
dafbcd5d-e367-4ae5-9f75-f122ed34e2ec,5NPET4AC9AH289221,Pontiac,Chevette,1987,Violet
7532f2d8-9988-44ef-b293-9eb11df96b1f,5XYZT3LB5DG652870,Dodge,Dakota Club,1995,Indigo
8bf71729-6f4d-46d8-95a9-d8ff236c0bcf,1C3CC4FB5AN620095,Mitsubishi,3000GT,1997,Violet
f21b1386-ba0b-4e16-957d-cbcbe80b9101,1C4SDJCT0DC348412,Acura,TL,2011,Maroon
dd963036-41ac-4718-9fb1-884c7ee68d17,3D73Y3CL3BG712701,Buick,Skylark,1989,Aquamarine
85293cac-fe63-433e-8e30-a4b8281d2bc3,3GYFK52239G219523,Volvo,XC90,2003,Green
898018a8-c8a9-4bf8-984c-aaed14b288e8,WBA6A0C53DD902748,BMW,M5,2008,Goldenrod
d55bda9f-7207-4871-8d30-f5eb3b8a3cbf,1HGCP2E81AA908277,Maybach,57,2012,Turquoise
c2d84d29-bcf2-436f-82af-60e3e240a8f9,WAUEH74F76N427836,Hyundai,Santa Fe,2009,Orange
82b27a91-1373-4f39-9f74-f6cce409b017,1C4NJCBA4ED611384,Pontiac,G6,2008,Red
87b0b130-29cb-4a5d-9859-4715d8775c5e,3D4PH7FGXBT053687,Mitsubishi,GTO,1993,Yellow
ba3937c1-7ba3-402b-9eb3-0b5cab99724d,KNADH5A31B6156724,Cadillac,Escalade,2003,Purple
3ac0eae8-7119-4510-afca-0ba2a2fcf75a,JTHBL5EF3B5047327,Audi,A3,2010,Blue
88ff12cf-0109-41ff-ab84-b7ffbefd30a1,1G4CU541814641131,Toyota,Celica,1995,Pink
fc13091c-7028-4e49-b374-c1c17258c9b7,2B3CK8CTXAH016720,Pontiac,Firebird,1985,Purple
77842f70-ee9a-4687-b9d7-dcdeab2f33f2,1C6RD6JT8CS132771,Subaru,Tribeca,2012,Red
c48e8651-9980-47ad-b720-97cc54030616,WAUGFAFR5BA800103,Volkswagen,Jetta III,1995,Crimson
acfd5770-80bd-4995-8fc3-a07969ad4459,1FTEX1E89AK895741,Ford,F150,2000,Orange
ed083ca7-aa2c-4584-a054-3f4ca4e56e6e,JHMZF1D65ES865499,BMW,5 Series,2012,Indigo
46092df8-4930-444a-84cc-5f16ef9bd668,WAUSVAFA3AN227720,Pontiac,Grand Prix,1995,Green
a7f147b3-3861-4642-a652-2ff25c759283,19VDE3F39DE569229,Dodge,Grand Caravan,2011,Yellow
51cd30f4-8d2f-4987-91c6-b4c506ffb92d,1G6KS54YX1U578796,GMC,Vandura 3500,1992,Pink
85d7ce7d-71a2-4322-a8ff-3a6a5f733fb5,19XFA1E63AE332632,Kia,Carens,2009,Teal
db19c11d-825a-43d3-8eeb-355479b76221,WAUDF48H18K501705,Dodge,Dakota,2007,Yellow
2021cd29-1607-4544-9109-6923d1702f82,1GKS1GEJ9BR691239,Ford,F250,1994,Yellow
50f64309-d3df-480a-ba1a-399512c96430,1C3BCBGG3DN565984,Nissan,Sentra,1994,Violet
8652e344-ecd8-42d9-9e4e-8b68d9d44ac5,WAUAF98E56A703505,Volvo,XC60,2012,Turquoise
cdae35af-5101-4092-9bc8-c238c50638e6,1G6AT5S32F0535598,GMC,Jimmy,1996,Mauv
ea6b8345-85f1-4a0b-8076-155187e5fd6a,SAJWA0F75F8889790,Chevrolet,APV,1992,Teal
ff24e00e-581c-4b14-984c-08c470694146,WAUDV94FX9N929308,Ford,Thunderbird,1965,Mauv
422a4583-0f77-4004-a837-353801a36c6f,5N1AR1NB8AC642990,Mitsubishi,Eclipse,2003,Indigo
4b5418aa-16a0-47e7-8900-a29880d6a8f1,3LN6L2G93DR877200,Chevrolet,Venture,1997,Yellow
cf5bfdda-bb2d-4900-a096-481f8b361bda,WBAPH57569N675578,Porsche,911,2007,Purple
b9a5b414-3523-4f52-b42a-d8fec9c2a6ae,1C3BC7EG0BN805215,MINI,MINI,2002,Green
760f9f3c-0a29-443d-b38c-1c103b7dd2d1,2HNYD182X5H901201,Infiniti,FX,2011,Teal
3781b0d3-23b3-4ee7-8a15-b25e2d31d170,5TFBW5F18CX204478,Ford,EXP,1986,Aquamarine
0ba9a88c-678e-45db-854c-5843bc10f03b,3GYFNAE39FS852296,Ford,F-Series,2007,Violet
5d27c6db-6f28-4fa4-b0f8-ecb042627c76,WAUNF78P87A660254,Buick,Park Avenue,1994,Mauv
54cba281-b349-457e-9a8c-17ab5b1996f7,2G61L5S34F9992922,Geo,Metro,1994,Mauv
25a34393-cff9-482d-94ee-371deeed5b0f,WBAYE0C51DD434127,Chevrolet,Corvette,1984,Mauv
04bf5c19-afdb-4801-932f-124116b87122,WAUEKBFB8AN011415,Hyundai,XG350,2003,Orange
08a24a0e-19ce-4de4-bae6-558ca8477269,KNAFU6A21C5824899,Nissan,Pathfinder,2011,Khaki
f9385189-9d0f-4708-9d9e-6dfb54be8314,JTDKDTB33D1973850,Mitsubishi,Mighty Max,1993,Goldenrod
9b53f1c8-0207-4f51-97be-ed3425609c3c,WAULF78K29A764172,Mazda,MX-5,2000,Aquamarine
c23e1c65-b9e2-45c2-b7dd-e1c41c2dcb4c,3TMJU4GN3CM209431,Jeep,Grand Cherokee,2008,Indigo
639aff7a-40f5-4e71-87cd-7aa1c313eab1,JTDJTUD3XED906454,Chevrolet,Camaro,1997,Puce
3217697e-a55b-45ca-8257-3d0e28fe0e31,1G4GA5GR5EF189029,Acura,ZDX,2011,Teal
52c6e52d-aab7-4525-886a-bbda71b8d2f2,3N1AB6AP7CL800432,Acura,RDX,2012,Goldenrod
dd9cfe68-0877-4a71-ac1e-710a981b5fc9,WBAVB73518F302791,Dodge,Ram Van 3500,1996,Goldenrod
5fe12161-db37-427d-a20a-4fafc61cf84d,3C63DPJL2CG916253,Mazda,MX-5,2009,Orange
5dae2414-7c39-4ff6-b2d7-7c2f6610ee05,1GYS4HEF5CR850077,Ford,LTD Crown Victoria,1988,Yellow
dcd29703-0679-4cdb-a839-0cdc3ea5fdd1,1D7RB1GK0AS245844,Dodge,Sprinter,2009,Puce
3f878570-81b1-4df8-99a3-09a814f5898b,JM1NC2LF2C0740162,Audi,S6,2007,Crimson
6338f3d7-ed3c-4037-896a-f65c8ca1be03,WA1YD64B94N929211,Kia,Rio,2003,Crimson
4bbc2ed3-4f5a-462a-abe1-6f22fe2eee62,4T1BF1FK6FU447404,Bentley,Continental GTC,2012,Puce
93b5e570-8d48-4522-ac2a-378ead84dea8,5N1AA0NC1BN715665,Lexus,LX,2006,Khaki
f81da5b7-db11-4bd1-bd6a-014605c6cf41,2T3BF4DV1CW028250,Chrysler,Town & Country,2000,Indigo
b114cea6-a52c-4f3e-9dbb-47e8821abbbe,1G4GG5G39CF667427,Dodge,Shadow,1993,Red
943e978f-ebfe-493f-a011-cb45db5fdcd3,4T1BK1EB7FU307469,Volkswagen,Eurovan,1993,Red
8505c60b-782a-452c-a56f-5e0b2dd72d2a,JN1CV6FE2DM127158,Hyundai,Accent,2003,Indigo
7c4e361b-74a4-4a2e-8eaf-65d80cee5a8d,WAULC58EX4A828345,Toyota,Camry,2010,Crimson
3992a1c4-82f0-45b6-85f3-988dd7621731,3GYT4LEF4DG592921,Suzuki,Daewoo Lacetti,2007,Indigo
01c1c691-f582-4d5c-aedb-e5df6d4b7049,1G6DJ8EY9B0493677,Kia,Spectra,2009,Crimson
3f333e59-c55a-4111-aba7-e00d80d65100,5N1AA0NC7CN195375,Toyota,Paseo,1992,Red
308377e1-ccd2-44f5-978e-3db90bd4176b,1G6AU5S89E0200281,Lamborghini,Murciélago,2006,Fuscia
f500ae3c-f6b9-4179-8ccb-36f9d16b5815,1FTWX3A5XAE059348,Geo,Metro,1995,Mauv
b370cf7b-7a83-441d-bad2-12190136832a,YV4902BZ3E1938023,Pontiac,Sunfire,1997,Goldenrod
c9d3555f-24d8-4758-9367-355fe12c338a,WBADS33411G004740,Ford,Mustang,1988,Maroon
2f3ea067-5886-4a1a-a743-60e8aabbc0a8,4USBT33433L682532,Oldsmobile,88,1998,Yellow
a639a0d7-6fbf-4d63-b92f-ed053212bb3d,3C4PDDDG4CT868074,Mazda,B-Series,1988,Green
2d721133-3f31-4e6c-959e-c93ca566ad45,YV4902DZ0D2158986,Hyundai,Accent,1995,Red
a5cb0098-8d6b-40b2-9623-38e002976a63,1D7RW3BK4BS069745,Volkswagen,Golf,1998,Blue
3807ff68-e203-4dfd-87c5-eb92329b79f8,WBAEK13517C068651,Jeep,Grand Cherokee,2004,Green
1fd8defc-e95b-4e9b-a8cc-53c60c9581e0,KNAFX5A8XE5240610,Ferrari,F430,2007,Purple
23318ad9-8730-4fee-9abc-55bd86d3acc7,KNAFX6A87E5138476,Porsche,911,2011,Turquoise
828a74ef-70cd-4e5b-803a-e44bfc08eaa8,1FMCU0F71FU634627,Chevrolet,Express 1500,2012,Violet
00c7c952-e6e2-4a4c-bdf7-92101ce2c979,1GYS3DEF1CR948664,Oldsmobile,Silhouette,1994,Aquamarine
1d7cef9f-bee8-490b-b1d0-a919bf0dabd3,WBAET37472N825673,Toyota,Avalon,2010,Red
65e2d8fb-a1f7-46d1-9da0-a1c32e26364e,WAUDFAFL3CN104901,Dodge,Viper,2005,Crimson
e4ce8887-27e2-4a7d-9a32-acfe8157d4c5,WDDNG7DB0CA389457,Oldsmobile,88,1995,Goldenrod
56120080-6420-4352-9ac0-3c18e19b097b,WAUAF78E88A478231,Jeep,Grand Cherokee,2004,Fuscia
c45a7c82-c216-4168-9d4f-d62cd2ba1cd1,JTEBU5JR3A5184678,Chevrolet,Camaro,1978,Turquoise
d8774a25-e770-4d2d-bbe0-08f60138c9b9,19UUA65575A283943,Subaru,Legacy,1996,Puce
d9268b4b-85fa-4631-9e7b-05a12d0f159a,WP0AA2A94FS095699,Lotus,Evora,2012,Aquamarine
56608006-f3e2-42fb-96fb-1787e6614c95,WA19FAFL1DA076267,Kia,Sephia,1996,Mauv
ee0b8a63-1a50-4a7b-ade6-8c1048102352,1C6RD7GPXCS479695,Dodge,Dakota,2009,Green
51f7a4ef-a62a-45a6-8bd6-aa312648cf34,WBAYA8C5XDD616547,Mercedes-Benz,400E,1993,Puce
d4b22583-02d0-4bb1-97b9-10597e36a9ae,WAUDF68E75A034745,Dodge,Dakota,1996,Yellow
907d0303-29a3-47c1-9fbf-d1a0c85c3c90,3VW517AT2FM495776,Nissan,Pathfinder,2001,Puce
2a7e34da-035c-45c7-a658-5f5dfa0bb7ca,WAUDF78E36A546638,Honda,Accord,2002,Crimson
1cae8c3b-a649-42a7-99e0-fd8103341c96,WAUHFBFL2AN340945,Honda,Ridgeline,2012,Red
70b642d8-8168-49e4-bfbf-284e34e07f8a,1D7RE3GK9AS841151,Mazda,MPV,2006,Purple
59730af3-2d3c-427a-8c33-3a5b26955a57,WAUHFAFL4AN511348,Audi,TT,2009,Indigo
8f129af1-6c78-46a6-b4b3-851d18dc6727,1G4GE5G37CF623562,Chevrolet,Impala,2006,Crimson
70b8790c-b40e-4948-878c-ed8fe637abab,WBSKG9C55BE137854,Toyota,MR2,2004,Turquoise
f17f76dd-58f9-4f4f-a608-04ed7440da05,3VW1K7AJ6DM864176,Honda,Civic,2010,Yellow
b86e4955-cdc9-4d07-901c-88d65b460918,SALCP2BG2FH288024,Pontiac,Grand Prix,1991,Crimson
681ceea0-14ee-4248-a889-b8b871e23be6,5J8TB3H52EL124965,BMW,X6,2008,Khaki
ec24bde2-e886-4528-b8d2-c683195961bc,1C3BC1FB1BN673890,Oldsmobile,Aurora,1996,Khaki
d71c4adb-3740-4617-9805-336168b313ab,1GKKRNED2CJ972368,Acura,RL,2011,Indigo
852f34f4-fbed-470f-ac7e-78e96e7a5548,JTHBF1D24F5069213,Mazda,Mazdaspeed 3,2011,Mauv
0d380fcd-e35c-4009-bd12-6227a9ae0cd9,2HNYD18271H773803,Suzuki,Swift,1997,Fuscia
7f64b736-88cf-483d-886c-80b628be66bc,5N1AA0NC3BN074180,Chevrolet,Cavalier,2000,Puce
f59489ed-bc2b-4bd0-8816-c172fc42312b,1C4SDHCT8CC205179,GMC,Rally Wagon G3500,1996,Purple
31765035-6d32-47a0-9321-ce5a2b521e4e,4T1BF1FK3CU941117,Mitsubishi,Montero,1996,Violet
f985837b-e0c3-454a-864d-2f041f49e5bd,JN8BS1MW8EM950604,Volkswagen,Passat,1994,Maroon
dd1275f9-056a-4a5e-ac3b-0f31012b3d99,SALAF2D48AA112593,Cadillac,DeVille,2004,Violet
107ccf92-27d7-418f-a6e2-f9697ed6a280,WVWAP7AN9EE672961,GMC,2500,1995,Green
025f40e9-014d-4ad2-addb-31c44ffd98e5,1G4HP54K334632670,Acura,RL,2004,Blue
b83e718b-8ed2-4a20-aa63-5411eae31abf,1G6DM1E34D0940468,Chrysler,Voyager,2003,Teal
16bec40a-4ad4-41fb-8989-43ceeb90d128,1FTEW1CF0FF243756,GMC,Savana 2500,2007,Goldenrod
826f3d97-ed10-459b-be1a-ec9ee7b06ab1,JTDKDTB3XE1170129,Mazda,Mazda6,2005,Purple
3b3a39e6-fb6d-4a2a-9e03-85fd3a649c61,3G5DA03L77S905253,Dodge,Stealth,1992,Puce
287870b3-a1a6-4dff-b7e0-9f8015b4b66d,1FTWF3D53AE327283,Porsche,Cayenne,2005,Orange
5f5e1f6f-0405-4a35-a4d7-a3db5a58f175,KMHFC4DD5BA739363,Honda,Accord,1997,Yellow
ac983506-a766-42a1-a574-a281d64b4a19,1G6YV34A055919406,Lexus,ES,2009,Yellow
7b101ca3-a34b-45d3-b779-f125ec2deff5,WAUGL98E98A986822,Audi,TT,2002,Indigo
a70776be-0cc6-4f01-97c6-7ca8c6177707,YV1902FH3D2926266,Audi,A8,2002,Pink
f74898a4-b569-403a-81a8-fa1f2793612d,WBAKF9C56DE231641,Chevrolet,Malibu Maxx,2006,Pink
2d752f6d-23e7-455a-abec-686b7dc0dc70,1FTMF1EW5AF846834,Subaru,Brat,1984,Yellow
ce571827-5ee9-4361-aff0-ed3f7190c1b2,WAULFAFH4CN870062,Buick,Regal,1998,Turquoise
cdf29885-8158-4a5b-a2fa-400742f63709,3D7TP2CT4BG048504,Audi,A3,2011,Aquamarine
60fc3d52-d676-4583-9c22-b61138916296,2D4RN6DX1AR768275,Lamborghini,Murciélago,2010,Goldenrod
b97051f4-9a57-4881-a9ac-84520f3dc72b,1G4GE5GD1BF080068,Toyota,Avalon,1998,Pink
bd3fca05-5c9a-4889-ad34-f28595dc255b,WBSPM93579E387590,Hyundai,Tiburon,2003,Green
0861de0a-c2c5-41ee-8c3b-8ee25d8a135c,JM1GJ1T50F1755497,Eagle,Vision,1997,Fuscia
963641ce-7831-49bb-94ed-d088dfe942e9,4T1BK3DB8AU732690,Dodge,Ram Van B350,1994,Puce
3df5abcc-6354-4e77-a42c-5b391491d613,WP1AA2A23DL234615,GMC,1500 Club Coupe,1998,Indigo
af596cd1-515d-48ed-9f9f-15d09638881d,2G4GR5EC2B9926084,Mitsubishi,RVR,1994,Orange
2910deb5-18ba-4dcf-b69a-ce8dc1636fd3,WBAEN33404P455285,Land Rover,Range Rover,1992,Crimson
a008e628-6a52-483a-80cb-372cd9064314,SCBLF34F94C385044,Chevrolet,S10,2000,Mauv
05da27d5-6b80-462c-9f2c-6bd773724043,1FTWX3B59AE209755,Mazda,Mazda3,2005,Puce
154a6c16-12fe-4c22-b99a-7b1bee04293b,3C3CFFCR0CT312453,Eagle,Talon,1998,Indigo
85fc4128-a740-41ed-ad52-2095335bf14a,WAUXL58E44A098871,Toyota,Matrix,2003,Turquoise
c80c676e-35e9-43bf-9b67-1eda1090c755,SCFEBBAC9AG993769,Acura,Legend,1989,Pink
d6ae19ee-6a44-4d8e-ab68-7fc1b0d39b88,WAUBVAFA0AN081924,Honda,Accord,2003,Fuscia
f11f2e2c-e81d-4229-94e1-3b0d850bd9ab,3VW507AT8FM436251,Ford,Club Wagon,1992,Green
3b08358d-e7f7-4c90-84b2-662ac24b8528,1GYUCJEF4AR931264,Mercedes-Benz,E-Class,1998,Orange
ce3310d7-553f-469b-a889-cc989303fdbc,3GYFNFEY9BS828745,Audi,Q7,2009,Violet
576be039-7b48-438e-81b8-282d4ebde5b8,1FMEU2DE4AU222393,Volkswagen,Cabriolet,1987,Crimson
78e26608-6fdc-4708-b863-702ee02b163a,3D7JV1EPXAG136012,Chevrolet,Metro,2001,Purple
ea15593d-60bc-42a4-88de-2892041103d9,5UXFG4C52AL492095,Mitsubishi,Galant,1992,Yellow
c8239592-90a6-4b5b-9123-623d6818cb10,KMHCM3AC1AU220328,Audi,Cabriolet,1997,Teal
07a27583-cd69-499b-abf1-8b19cff4ecce,WAUPL58E35A599686,Chevrolet,Blazer,1994,Yellow
90140947-3c05-4a48-a2ff-d18d34ddab59,1G6KY54973U367968,Dodge,Intrepid,2003,Pink
9c8b23f2-3458-431f-9141-a65347494d12,WBSBL93451J340820,Acura,RL,2008,Green
fbace371-7c9a-470c-8bcf-848b0aabd74d,19UUA76528A714357,Chevrolet,Malibu,2002,Violet
8c52195d-6237-424d-a106-1a146c504163,2B3CK8CT3AH777900,Ferrari,California,2009,Goldenrod
7556e735-2182-44e8-8a86-232613d0cb30,JM3TB2MA2A0307992,Suzuki,Equator,2009,Maroon
7bda292e-ddf2-4ff9-ab69-369a11b4305e,WA1LMBFE0DD244658,Volkswagen,GTI,1988,Purple
4973813b-4c5c-4aee-995b-5bfee1d82530,2C3CDZBT6FH585236,Oldsmobile,Bravada,1998,Khaki
9b6e6017-7b88-4d0b-ad3f-a2b0f8d49f72,1G4GA5ER1DF779973,Volkswagen,Golf,2005,Green
20af13cd-605f-4d84-8cb5-f3577c926e59,JH4DC54863C302271,Ford,Contour,1999,Yellow
e91df7d4-c7c8-4097-be59-4e0fcc57c7a1,2FMPK3J91FB221761,Ford,Tempo,1984,Yellow
e29bf043-44cf-4cb3-aa4d-e493ecc20ee8,WBANE53506C458489,Lexus,LS,2007,Aquamarine
5b99ef90-09d9-4c21-96fd-75b755c07ea9,JM1NC2PF7E0193354,Mercury,Cougar,1993,Orange
347eba71-5346-4968-81ed-079ad7aa71b0,JTHBL1EF9A5098256,Land Rover,Range Rover,1986,Crimson
346ea0da-b503-42ba-85ec-0835dbcd1cd2,JTHFF2C27D2688346,GMC,1500 Club Coupe,1996,Khaki
38730c87-6dbf-4336-bbb7-68d39c59d9b6,WVGAV7AX3CW144956,Peugeot,207,2006,Purple
ecae4398-c9a1-4d31-b6db-12cfac80d164,KNAFU6A21A5956266,Suzuki,SJ,1992,Red
d6818210-cfaf-4c0d-897c-6997a683dec0,TRUTX28N911901163,Buick,Terraza,2006,Pink
a477e17e-99dd-40e5-b59a-f57da4d3a5bf,1G6AE5S30F0696736,Toyota,Avalon,2003,Purple
f81041dd-560a-4126-8b89-b1c82327a3cb,1FMJK1G53AE729905,Audi,4000CS Quattro,1987,Teal
98cc8f5e-4009-4ff6-97a0-a70959295c21,3GYFK66N86G499798,Nissan,Murano,2003,Aquamarine
d8960116-9022-4efc-9637-23ba7c0fb753,1G4GG5E30DF503519,Infiniti,Q,2006,Orange
9b7b8d2f-68c7-4b08-887f-986f3a2fee7c,2T1BURHE5FC492184,Toyota,Prius,2010,Pink
2c57f75d-b33f-4917-ba35-c8450383f911,2T1BU4EE6BC368880,Chevrolet,G-Series G10,1994,Orange
07b6c4de-9420-4195-8f54-c222e4fb077c,WBAUP7C53CV651575,Mazda,Familia,1988,Red
9f8828ef-ef6e-47da-9b89-26a50aee7f23,WAUNF98P16A283390,Audi,5000S,1984,Khaki
34e81fbb-36fd-4038-a8a5-10b130b04a84,JTMHY7AJ3B5981846,Mazda,B-Series,2009,Maroon
479c6250-4bd2-4ff4-96c3-2a04b3f40b09,KMHFH4JGXEA082970,Cadillac,Escalade,2007,Turquoise
131c81dc-aa29-4980-996d-ea74f557da5d,4JGDA2EB0DA562559,Hummer,H3,2006,Red
1d689db4-4d8a-443d-b0d8-2d237b50cd43,1FTMF1CWXAF978524,Buick,LaCrosse,2010,Green
0f7cd38d-fe32-472b-ab2a-90ab5cd86c6e,1G6DL8EY1B0021399,Suzuki,Grand Vitara,2000,Blue
b484cbb9-df4c-49c9-89cf-69e0868f6040,1HGCR6F37FA425517,Buick,Lucerne,2009,Maroon
51f5dc44-9ed7-455a-a71b-f479116c4c4a,3D7TP2CT7BG537706,Chevrolet,Express,2008,Turquoise
1e69db3a-75e9-40c9-985c-e0eaa78021d9,WBANW5C56AC037883,Chevrolet,S10,1996,Khaki
4db23702-ae73-41b8-92a4-d334d962e8d7,2C3CA4CD1AH755126,Buick,Electra,1984,Khaki
f423128d-6c59-42ee-91c1-9a0d41dc50c3,WA1WMAFP4EA697774,Acura,NSX,2001,Violet
ad60b4d0-9166-43df-bf9b-32765a72cb76,WBAUN7C53DV163945,Isuzu,Amigo,1999,Goldenrod
b307eef1-91d0-46f5-9f8a-22d4cf70bac8,WA1WGAFP4EA647075,Mazda,MX-5,2003,Puce
379ecd2b-bb8e-46ba-8d60-0ba43384b809,WAUKF78E15A805827,Buick,Enclave,2009,Indigo
591068e0-4a8f-4ced-9d40-e037656bb02d,3D7TT2CT9BG811077,Oldsmobile,Bravada,1994,Mauv
77b4f95e-17e5-4ce5-895e-8a75fd8f69dd,5FPYK1F48DB014627,Hyundai,Santa Fe,2004,Violet
45649720-cba5-48bf-84cf-ff09726c16f3,2C3CDXJG3EH859466,Mercedes-Benz,M-Class,2009,Mauv
09dd54c3-a95b-4aaa-98de-506a38f5a899,2T1BURHE3FC332708,Buick,LeSabre,2003,Fuscia
a485ee81-5bb3-428a-bb71-305ddcbff45d,KMHHT6KD1CU847292,Chevrolet,Express 3500,2011,Violet
9f8132b3-be0c-47e6-8844-6ab918a5902d,JM3TB2BA6F0158495,Honda,Accord,1996,Yellow
e4e28a7e-e7fb-457f-a67d-4f798be0fc9c,1GKS1GEJ1CR745991,Honda,CR-V,2004,Yellow
9dcd888d-e302-41fe-ace7-b7f2215d3e75,WBA3B9C57FJ483568,Mitsubishi,Pajero,2003,Goldenrod
cb03ff54-cda4-428a-8f8b-fae7fb035bc4,1G6AY5SX2E0711729,Kia,Rio,2004,Aquamarine
d6facc8d-80dc-48d3-8af6-1f4b012473ce,JH4CL96966C159464,Nissan,Versa,2012,Turquoise
270e0265-085b-4f7f-9d7a-b9ab1ae8b58f,1G4GH5G30DF239020,BMW,3 Series,1998,Red
bc4bbf59-8ba6-4f95-91c6-c677dc43bf52,1G6AB5SX3F0646490,Plymouth,Grand Voyager,1998,Puce
345eced8-36dc-4a79-af2d-a2e9df2096c6,1G4CU541614041157,Honda,Civic,2010,Maroon
6322d07b-6a27-43c6-870e-f4ec0b88f569,JH4CU2E86EC460487,Buick,Riviera,1995,Fuscia
b8f1621a-b15c-402f-9ce4-92b3a3cc1706,1C3CDFCB2ED943660,Acura,NSX,1992,Aquamarine
37e841d8-4127-421f-b6c2-f32b88e62004,WAUNE78P08A962870,Jeep,Grand Cherokee,1996,Orange
4fccfbc1-6b25-4bd1-aa44-3ca8f9d1580e,3FAHP0GA2AR830838,Volkswagen,Eurovan,1999,Teal
08c55e3d-654b-4000-af1c-2e977c4052fe,1FMCU0C71BK934081,BMW,X6,2012,Mauv
293658f0-7efb-4d2c-976f-28eb2a1967f2,2V4RW3D18AR445495,Chevrolet,Avalanche 2500,2002,Indigo
b6b947b1-f238-4d8c-8203-d52832a27c64,JM1CW2BL4C0399448,Volkswagen,Cabriolet,1995,Khaki
deceef15-0f6e-4ac9-ba6b-507e62cfc81e,4F2CY0C7XAK156230,Honda,Civic,1988,Green
1265488b-dd45-45d9-9166-4946e5ff6c3a,WAUEF98E98A104675,Buick,Skylark,1996,Orange
adae664e-d68d-416c-b3a4-e88c866b2093,1FAHP2D80EG432960,Honda,Civic,2000,Blue
072d38a5-4403-465b-8251-eceb6823873b,WAUKFBFL7BA490239,Mercedes-Benz,S-Class,2006,Yellow
81191c27-a279-4dcf-8578-e94ce5cf5948,WBADW3C53DJ462235,Kia,Spectra,2008,Goldenrod
63bd9227-a24e-4b8e-a10a-ed6345109c2b,WA1CFAFP0EA372035,Maybach,57,2009,Indigo
53dff273-c3cf-413b-9edd-386f23bc3e94,2HKRM3H36FH366701,Acura,RL,2012,Maroon
b4a1785e-3c9d-45e9-a559-6ab5707bdce8,JTEBU4BF7EK364445,Chevrolet,Tracker,1998,Goldenrod
646bb2c9-a3bf-458a-b283-b7211b3c428a,WDDUG7JB2FA105024,Maserati,Quattroporte,2006,Mauv
b39b5581-d70e-4424-a06a-0ca20098cc5a,1G6DH8E53D0483358,Pontiac,Grand Am,1999,Aquamarine
ad95be76-caaf-4dc4-bc22-4a0c783f9a1a,WBAUC735X9V482854,Mitsubishi,Mighty Max,1995,Red
83ff6c13-e4d5-44f4-98bb-4e799c45c63f,WAUBH54B81N795990,Subaru,Loyale,1992,Yellow
b41f538a-a4cc-4d15-8691-45ecba34f275,1G6AW5SX3F0811376,Saturn,VUE,2008,Teal
710c60f2-3715-482d-9b93-f90967cf52e8,WA1YD54B84N007037,Volkswagen,Golf,2001,Aquamarine
3691aece-19a6-45ac-87be-83c02a8266d9,2T1KE4EE5BC726418,Mitsubishi,Diamante,1993,Crimson
c1ae9e75-46ba-4c46-8191-8080fa809151,JM1NC2LF1E0938685,Chrysler,Voyager,2001,Crimson
fcc50116-142d-4f36-876f-cc72104fd0d2,2HNYD188X4H212097,Mercedes-Benz,CL-Class,1998,Turquoise
165bfb56-7a90-4844-ab5e-f0757297e87a,WBA3C3G51FN133558,Suzuki,Forenza,2007,Blue
e2f17c95-5f3c-4731-b75d-f189aae9911c,1FTWF3C54AE205520,Mazda,CX-9,2012,Goldenrod
d193093d-d3c4-4e50-89c6-67b46844a293,JN8AF5MR7DT278282,Kia,Rio,2008,Maroon
844af12c-fc76-4b05-b501-bfdd805f0712,SCBLE37G33C399186,Isuzu,Hombre Space,1997,Goldenrod
a3daeeb6-10e2-498a-9d5a-0a0b9466f892,WAU2GAFC2EN182545,Bentley,Brooklands,2009,Turquoise
fd300a68-a6b8-4570-9c08-f541e45a32ab,1G6DM5EV7A0944289,Lincoln,Town Car,1987,Crimson
9f58896f-38bf-496c-8dd2-999e07314a15,4T3BK3BB5FU181605,Aston Martin,V8 Vantage,2012,Goldenrod
9f88a7cd-e1a2-46b2-bd6c-8c4c5055b960,SALAC2D46BA021719,BMW,Z3,1997,Goldenrod
cef0960e-2ff8-4fe7-95b8-0b22d18a50e6,1FMEU2DE3AU514679,Audi,4000s,1986,Aquamarine
